X,Y
-0.030000419680751764,-0.002500772476196289
-0.029999919680753027,1.0392975807189941
-0.02999941968075429,1.03031325340271
-0.029998919680698708,1.0256257057189941
-0.029998419680756814,1.0236725807189941
-0.02999791968081492,1.0209382772445679
-0.029997419680645652,1.0178132057189941
-0.029996919680703758,1.0189851522445679
-0.029996419680761863,1.02054762840271
-0.029995919680592596,1.0154695510864258
-0.029995419680878075,1.0174226760864258
-0.029994919680708807,1.0154695510864258
-0.02999441968053954,1.0139069557189941
-0.02999391968082502,1.014297604560852
-0.02999341968065575,1.01078200340271
-0.02999291968094123,1.012344479560852
-0.029992419680771962,1.012344479560852
-0.029991919680602695,1.0135164260864258
-0.029991419680433427,1.0096101760864258
-0.029990919681173654,1.01468825340271
-0.029990419681004386,1.012344479560852
-0.029989919680835118,1.0131257772445679
-0.02998941968066585,1.0135164260864258
-0.029988919680496582,1.012344479560852
-0.029988419680327314,1.01273512840271
-0.02998791968106754,1.01273512840271
-0.029987419680898273,1.0131257772445679
-0.029986919680729005,1.01273512840271
-0.029986419680559737,1.0150789022445679
-0.02998591968039047,1.0119538307189941
-0.029985419681130696,1.0135164260864258
-0.02998491968096143,1.01078200340271
-0.02998441968079216,1.0135164260864258
-0.029983919680622893,1.0119538307189941
-0.029983419680453625,1.0150789022445679
-0.029982919680284357,1.0115633010864258
-0.02998241968011509,1.0139069557189941
-0.02998191967994582,1.0115633010864258
-0.029981419681595543,1.0111725330352783
-0.029980919681426275,1.0135164260864258
-0.029980419681257007,1.0135164260864258
-0.02997991968108774,1.0150789022445679
-0.02997941968091847,1.0131257772445679
-0.029978919680749203,1.01468825340271
-0.029978419680579935,1.014297604560852
-0.029977919680410667,1.0158600807189941
-0.0299774196802414,1.01468825340271
-0.02997691968007213,1.0139069557189941
-0.029976419679902864,1.01664137840271
-0.029975919681552585,1.0111725330352783
-0.029975419681383317,1.014297604560852
-0.02997491968121405,1.0158600807189941
-0.029974419681044782,1.014297604560852
-0.029973919680875514,1.01273512840271
-0.029973419680706246,1.0154695510864258
-0.029972919680536978,1.0092195272445679
-0.02997241968036771,1.0139069557189941
-0.029971919680198442,1.0131257772445679
-0.029971419680029174,1.0135164260864258
-0.029970919681678896,1.0150789022445679
-0.029970419681509628,1.0119538307189941
-0.02996991968134036,1.0135164260864258
-0.029969419681171092,1.0158600807189941
-0.029968919681001824,1.0139069557189941
-0.029968419680832557,1.0135164260864258
-0.02996791968066329,1.0154695510864258
-0.02996741968049402,1.01468825340271
-0.029966919680324753,1.0135164260864258
-0.029966419680155485,1.01859450340271
-0.029965919679986217,1.014297604560852
-0.02996541967981695,1.0139069557189941
-0.02996491967964768,1.016250729560852
-0.029964419679478414,1.01273512840271
-0.029963919679309146,1.0150789022445679
-0.029963419679139878,1.01468825340271
-0.02996291968260859,1.016250729560852
-0.02996241968243932,1.01468825340271
-0.029961919682270053,1.0158600807189941
-0.029961419682100785,1.0135164260864258
-0.029960919681931517,1.0131257772445679
-0.02996041968176225,1.014297604560852
-0.02995991968159298,1.0150789022445679
-0.029959419681423714,1.0174226760864258
-0.029958919681254446,1.0158600807189941
-0.029958419681085178,1.01468825340271
-0.02995791968091591,1.0135164260864258
-0.029957419680746642,1.014297604560852
-0.029956919680577374,1.0139069557189941
-0.029956419680408106,1.018203854560852
-0.02995591968023884,1.0139069557189941
-0.02995541968006957,1.0174226760864258
-0.029954919679900303,1.01664137840271
-0.029954419679731035,1.01273512840271
-0.029953919679561767,1.0178132057189941
-0.0299534196793925,1.0158600807189941
-0.02995291967922323,1.01468825340271
-0.029952419679053963,1.014297604560852
-0.029951919682522674,1.01468825340271
-0.029951419682353406,1.0135164260864258
-0.02995091968218414,1.0150789022445679
-0.02995041968201487,1.016250729560852
-0.029949919681845603,1.0158600807189941
-0.029949419681676335,1.0189851522445679
-0.029948919681507067,1.0139069557189941
-0.0299484196813378,1.014297604560852
-0.02994791968116853,1.014297604560852
-0.029947419680999263,1.01468825340271
-0.029946919680829995,1.01664137840271
-0.029946419680660728,1.0158600807189941
-0.02994591968049146,1.0158600807189941
-0.029945419680322192,1.0154695510864258
-0.029944919680152924,1.0154695510864258
-0.029944419679983656,1.0111725330352783
-0.029943919679814388,1.0154695510864258
-0.02994341967964512,1.0150789022445679
-0.029942919679475852,1.0158600807189941
-0.029942419679306585,1.01664137840271
-0.029941919679137317,1.0139069557189941
-0.029941419682606028,1.0131257772445679
-0.02994091968243676,1.010391354560852
-0.029940419682267492,1.0170320272445679
-0.029939919682098224,1.0154695510864258
-0.029939419681928956,1.018203854560852
-0.02993891967812171,1.01468825340271
-0.02993841968159042,1.014297604560852
-0.029937919677783174,1.014297604560852
-0.029937419681251885,1.0158600807189941
-0.029936919677444638,1.014297604560852
-0.02993641968091335,1.0154695510864258
-0.02993591968438206,1.0170320272445679
-0.029935419680574813,1.0139069557189941
-0.029934919684043524,1.0154695510864258
-0.029934419680236277,1.0158600807189941
-0.029933919683704988,1.0174226760864258
-0.02993341967989774,1.016250729560852
-0.029932919683366453,1.0170320272445679
-0.029932419679559206,1.0158600807189941
-0.029931919683027917,1.0131257772445679
-0.02993141967922067,1.0193758010864258
-0.02993091968268938,1.0135164260864258
-0.029930419678882134,1.018203854560852
-0.029929919682350845,1.0170320272445679
-0.0299294196785436,1.018203854560852
-0.02992891968201231,1.01664137840271
-0.029928419678205063,1.0154695510864258
-0.029927919681673774,1.01664137840271
-0.029927419677866527,1.0178132057189941
-0.029926919681335238,1.018203854560852
-0.02992641967752799,1.01664137840271
-0.029925919680996702,1.016250729560852
-0.029925419684465413,1.0150789022445679
-0.029924919680658166,1.0174226760864258
-0.029924419684126877,1.0174226760864258
-0.02992391968031963,1.0178132057189941
-0.02992341968378834,1.01664137840271
-0.029922919679981095,1.01664137840271
-0.029922419683449806,1.0119538307189941
-0.02992191967964256,1.014297604560852
-0.02992141968311127,1.0178132057189941
-0.029920919679304023,1.014297604560852
-0.029920419682772734,1.0174226760864258
-0.029919919678965488,1.016250729560852
-0.0299194196824342,1.0174226760864258
-0.029918919678626952,1.0158600807189941
-0.029918419682095663,1.0139069557189941
-0.029917919678288416,1.0158600807189941
-0.029917419681757127,1.01664137840271
-0.02991691967794988,1.016250729560852
-0.02991641968141859,1.0139069557189941
-0.029915919677611345,1.0158600807189941
-0.029915419681080056,1.014297604560852
-0.029914919684548767,1.0189851522445679
-0.02991441968074152,1.0154695510864258
-0.02991391968421023,1.018203854560852
-0.029913419680402984,1.0189851522445679
-0.029912919683871695,1.01664137840271
-0.02991241968006445,1.01664137840271
-0.02991191968353316,1.016250729560852
-0.029911419679725913,1.0174226760864258
-0.029910919683194623,1.0170320272445679
-0.029910419679387377,1.016250729560852
-0.029909919682856088,1.01664137840271
-0.02990941967904884,1.0170320272445679
-0.029908919682517552,1.0178132057189941
-0.029908419678710305,1.01468825340271
-0.029907919682179016,1.0197663307189941
-0.02990741967837177,1.0174226760864258
-0.02990691968184048,1.0193758010864258
-0.029906419678033234,1.0174226760864258
-0.029905919681501945,1.016250729560852
-0.029905419677694698,1.0158600807189941
-0.02990491968116341,1.0178132057189941
-0.029904419677356162,1.01859450340271
-0.029903919680824873,1.0189851522445679
-0.029903419684293584,1.01859450340271
-0.029902919680486337,1.0178132057189941
-0.02990241968395505,1.01859450340271
-0.0299019196801478,1.0139069557189941
-0.029901419683616513,1.016250729560852
-0.029900919679809266,1.01273512840271
-0.029900419683277977,1.018203854560852
-0.02989991967947073,1.0189851522445679
-0.02989941968293944,1.01664137840271
-0.029898919679132194,1.0174226760864258
-0.029898419682600905,1.0174226760864258
-0.02989791967879366,1.0150789022445679
-0.02989741968226237,1.0170320272445679
-0.029896919678455123,1.0193758010864258
-0.029896419681923834,1.0189851522445679
-0.029895919678116587,1.02054762840271
-0.029895419681585298,1.01859450340271
-0.02989491967777805,1.0154695510864258
-0.029894419681246762,1.0197663307189941
-0.029893919677439516,1.0193758010864258
-0.029893419680908227,1.02054762840271
-0.029892919684376938,1.0131257772445679
-0.02989241968056969,1.016250729560852
-0.029891919684038402,1.0170320272445679
-0.029891419680231155,1.0217194557189941
-0.029890919683699866,1.020156979560852
-0.02989041967989262,1.0189851522445679
-0.02988991968336133,1.0213289260864258
-0.029889419679554084,1.018203854560852
-0.029888919683022794,1.01664137840271
-0.029888419679215548,1.016250729560852
-0.02988791968268426,1.01859450340271
-0.029887419678877012,1.0170320272445679
-0.029886919682345723,1.0221102237701416
-0.029886419678538476,1.0170320272445679
-0.029885919682007187,1.020156979560852
-0.02988541967819994,1.0189851522445679
-0.02988491968166865,1.0189851522445679
-0.029884419677861405,1.0217194557189941
-0.029883919681330116,1.01664137840271
-0.02988341967752287,1.0189851522445679
-0.02988291968099158,1.02054762840271
-0.02988241968446029,1.02054762840271
-0.029881919680653044,1.0213289260864258
-0.029881419684121755,1.0174226760864258
-0.02988091968031451,1.020156979560852
-0.02988041968378322,1.0174226760864258
-0.029879919679975973,1.0174226760864258
-0.029879419683444684,1.018203854560852
-0.029878919679637437,1.0189851522445679
-0.029878419683106148,1.0150789022445679
-0.0298779196792989,1.0197663307189941
-0.029877419675491654,1.0158600807189941
-0.029876919686236323,1.0193758010864258
-0.029876419682429076,1.0193758010864258
-0.02987591967862183,1.0213289260864258
-0.029875419674814583,1.018203854560852
-0.02987491968555925,1.0178132057189941
-0.029874419681752005,1.0217194557189941
-0.029873919677944758,1.0178132057189941
-0.02987341967413751,1.0209382772445679
-0.02987291968488218,1.0193758010864258
-0.029872419681074933,1.018203854560852
-0.029871919677267687,1.020156979560852
-0.029871419688012355,1.0170320272445679
-0.02987091968420511,1.018203854560852
-0.029870419680397862,1.01859450340271
-0.029869919676590615,1.020156979560852
-0.029869419687335284,1.0174226760864258
-0.029868919683528037,1.02054762840271
-0.02986841967972079,1.0154695510864258
-0.029867919675913544,1.0154695510864258
-0.029867419686658212,1.0178132057189941
-0.029866919682850965,1.01664137840271
-0.02986641967904372,1.01859450340271
-0.029865919675236472,1.0174226760864258
-0.02986541968598114,1.01859450340271
-0.029864919682173894,1.0174226760864258
-0.029864419678366647,1.0209382772445679
-0.0298639196745594,1.01664137840271
-0.02986341968530407,1.0189851522445679
-0.029862919681496822,1.0217194557189941
-0.029862419677689576,1.0189851522445679
-0.02986191967388233,1.018203854560852
-0.029861419684626998,1.0189851522445679
-0.02986091968081975,1.018203854560852
-0.029860419677012504,1.0193758010864258
-0.029859919687757173,1.018203854560852
-0.029859419683949926,1.0189851522445679
-0.02985891968014268,1.0209382772445679
-0.029858419676335433,1.018203854560852
-0.0298579196870801,1.014297604560852
-0.029857419683272855,1.020156979560852
-0.029856919679465608,1.0217194557189941
-0.02985641967565836,1.0221102237701416
-0.02985591968640303,1.0174226760864258
-0.029855419682595783,1.01859450340271
-0.029854919678788536,1.0189851522445679
-0.02985441967498129,1.016250729560852
-0.029853919685725958,1.0174226760864258
-0.02985341968191871,1.02054762840271
-0.029852919678111465,1.0217194557189941
-0.029852419674304218,1.0197663307189941
-0.029851919685048887,1.018203854560852
-0.02985141968124164,1.02054762840271
-0.029850919677434393,1.0217194557189941
-0.029850419688179062,1.01859450340271
